price,price_per_m2,area,district,floors,toilets,bedrooms,balcony,street_frontage,legal,interior,date,district_encoded
5 tỷ,"~75,76 triệu/m²",66.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,0,1,2025-03-01,20
Thỏa thuận,,136.0,Đan Phượng,4 tầng,5 phòng,4 phòng,0,8.0,1,1,2025-03-01,24
7 tỷ,"~70,71 triệu/m²",99.0,Bắc Từ Liêm,,2 phòng,3 phòng,1,0.0,0,0,2025-03-01,1
Thỏa thuận,,88.0,Đan Phượng,,,,0,0.0,0,0,2025-03-01,24
"6,5 tỷ","~59,09 triệu/m²",110.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,12
10 tỷ,~125 triệu/m²,80.0,Hà Đông,4 tầng,,,0,7.0,1,0,2025-03-01,9
"16,6 tỷ","~55,33 triệu/m²",300.0,Mê Linh,3 tầng,3 phòng,4 phòng,0,10.0,0,0,2025-03-01,11
"23,5 tỷ","~247,37 triệu/m²",95.0,Tây Hồ,6 tầng,8 phòng,6 phòng,1,7.0,1,0,2025-03-01,23
"2,48 tỷ","~45,09 triệu/m²",55.0,Đống Đa,,1 phòng,2 phòng,0,0.0,1,1,2025-03-01,26
"3,65 tỷ","~56,15 triệu/m²",65.0,Đống Đa,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,26
"4,25 tỷ","~56,37 triệu/m²",75.4,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,4
Thỏa thuận,,87.0,Cầu Giấy,,,,1,0.0,1,1,2025-03-01,3
9 tỷ,"~76,27 triệu/m²",118.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,12
Thỏa thuận,,64.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,4
41 tỷ,"~414,14 triệu/m²",99.0,Hai Bà Trưng,2 tầng,,,0,4.5,1,1,2025-03-01,5
Thỏa thuận,,54.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,12
"9,86 tỷ","~73,04 triệu/m²",135.0,Gia Lâm,1 tầng,1 phòng,1 phòng,0,8.0,1,1,2025-03-01,4
"5,5 tỷ","~58,51 triệu/m²",94.0,Bắc Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,1
Thỏa thuận,,43.0,Đông Anh,,1 phòng,1 phòng,1,0.0,1,1,2025-03-01,25
"4,03 tỷ","~50,38 triệu/m²",80.0,Long Biên,,2 phòng,3 phòng,0,0.0,0,0,2025-03-01,10
"18,5 tỷ","~308,33 triệu/m²",60.0,Long Biên,7 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-01,10
Thỏa thuận,,75.0,Đông Anh,5 tầng,,,0,5.0,0,0,2025-03-01,25
16 tỷ,"~285,71 triệu/m²",56.0,Long Biên,7 tầng,5 phòng,4 phòng,0,5.0,1,1,2025-03-01,10
35 tỷ,"~318,18 triệu/m²",110.0,Ba Đình,5 tầng,,,0,9.0,1,0,2025-03-01,0
Thỏa thuận,,68.0,Chương Mỹ,1 tầng,1 phòng,2 phòng,0,4.0,1,0,2025-03-01,2
30 tỷ,"~214,29 triệu/m²",140.0,Đan Phượng,4 tầng,5 phòng,4 phòng,0,8.0,1,0,2025-03-01,24
"24,8 tỷ","~364,71 triệu/m²",68.0,Long Biên,8 tầng,5 phòng,4 phòng,0,4.0,1,1,2025-03-01,10
"4,2 tỷ","~67,74 triệu/m²",62.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
"5,4 tỷ","~73,97 triệu/m²",73.0,Bắc Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,1
"4,65 tỷ","~76,23 triệu/m²",61.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,12
"17,2 tỷ","~129,03 triệu/m²",133.3,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,12
"8,9 tỷ","~82,41 triệu/m²",108.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,12
Thỏa thuận,,73.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,9
Thỏa thuận,,30.35,Đông Anh,5 tầng,4 phòng,5 phòng,1,0.0,1,1,2025-03-01,25
Thỏa thuận,,58.4,Đông Anh,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,25
"4,7 tỷ","~53,41 triệu/m²",88.0,Hoàng Mai,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,8
170 triệu/m²,"~31,28 tỷ",184.0,Ba Đình,4 tầng,6 phòng,6 phòng,1,9.0,1,1,2025-03-01,0
10 tỷ,"~243,9 triệu/m²",41.0,Đống Đa,6 tầng,8 phòng,9 phòng,0,7.0,1,1,2025-03-01,26
"18,5 tỷ","~308,33 triệu/m²",60.0,Long Biên,6 tầng,4 phòng,4 phòng,1,4.0,1,1,2025-03-01,10
120 tỷ,"~648,65 triệu/m²",185.0,Tây Hồ,,,,0,10.0,1,0,2025-03-01,23
"8,59 tỷ","~252,65 triệu/m²",34.0,Ba Đình,7 tầng,6 phòng,4 phòng,0,0.0,1,1,2025-03-01,0
"12,5 tỷ","~260,42 triệu/m²",48.0,Bắc Từ Liêm,5 tầng,4 phòng,4 phòng,0,0.0,1,1,2025-03-01,1
"14,2 tỷ",~355 triệu/m²,40.0,Cầu Giấy,5 tầng,3 phòng,4 phòng,0,7.6,1,0,2025-03-01,3
"5,9 tỷ","~178,79 triệu/m²",33.0,Hà Đông,5 tầng,,,0,0.0,1,1,2025-03-01,9
"38,2 tỷ","~184,54 triệu/m²",207.0,Hà Đông,,,,0,0.0,1,0,2025-03-01,9
"8,7 tỷ","~103,57 triệu/m²",84.0,Nam Từ Liêm,,,,0,6.0,1,1,2025-03-01,12
5 tỷ,"~73,53 triệu/m²",68.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,9
"8,1 tỷ","~168,75 triệu/m²",48.0,Ba Đình,4 tầng,4 phòng,6 phòng,0,6.0,1,1,2025-03-01,0
"6,4 tỷ",~160 triệu/m²,40.0,Hà Đông,4 tầng,,,0,4.2,1,1,2025-03-01,9
"2,6 tỷ","~44,07 triệu/m²",59.0,Gia Lâm,,1 phòng,2 phòng,0,0.0,1,0,2025-03-01,4
"2,89 tỷ","~82,57 triệu/m²",35.0,Hà Đông,4 tầng,,3 phòng,0,4.0,1,0,2025-03-01,9
290 triệu/m²,"~56,26 tỷ",194.0,Bắc Từ Liêm,4 tầng,,,1,25.0,1,0,2025-03-01,1
"3,4 tỷ","~56,67 triệu/m²",60.0,Thanh Trì,2 tầng,2 phòng,3 phòng,0,0.0,1,0,2025-03-01,19
"5,25 tỷ","~71,92 triệu/m²",73.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-01,12
"49,7 tỷ","~338,1 triệu/m²",147.0,Thanh Xuân,5 tầng,,,0,7.0,1,1,2025-03-01,20
"12,5 tỷ","~86,21 triệu/m²",145.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,3
"37,5 tỷ","~117,19 triệu/m²",320.0,Hà Đông,,5 phòng,6 phòng,1,16.0,1,1,2025-03-01,9
"6,5 tỷ","~185,71 triệu/m²",35.0,Bắc Từ Liêm,5 tầng,4 phòng,3 phòng,0,0.0,0,0,2025-03-01,1
130 triệu/m²,"~10,4 tỷ",80.0,Hoài Đức,5 tầng,,,0,5.0,1,1,2025-03-01,6
Thỏa thuận,,73.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-01,12
77 tỷ,"~527,4 triệu/m²",146.0,Cầu Giấy,9 tầng,,,0,6.5,1,1,2025-03-01,3
25 tỷ,"~294,12 triệu/m²",85.0,Hà Đông,5 tầng,5 phòng,4 phòng,0,5.0,1,1,2025-03-01,9
"24,5 tỷ","~284,88 triệu/m²",86.0,Tây Hồ,6 tầng,20 phòng,10 phòng,0,0.0,1,1,2025-03-01,23
"5,4 tỷ","~58,06 triệu/m²",93.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,1
66 tỷ,"~653,46 triệu/m²",101.0,Tây Hồ,10 tầng,16 phòng,16 phòng,1,8.0,1,1,2025-03-01,23
"15,3 tỷ",~306 triệu/m²,50.0,Hà Đông,7 tầng,6 phòng,5 phòng,0,4.0,1,1,2025-03-01,9
"4,8 tỷ",~75 triệu/m²,64.0,Đống Đa,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,26
"7,4 tỷ","~83,15 triệu/m²",89.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
"4,6 tỷ","~60,53 triệu/m²",76.0,Đông Anh,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,25
33 tỷ,~330 triệu/m²,100.0,Long Biên,3 tầng,3 phòng,3 phòng,0,5.0,1,0,2025-03-01,10
36 tỷ,~225 triệu/m²,160.0,Hà Đông,1 tầng,1 phòng,1 phòng,0,12.0,1,1,2025-03-01,9
"7,6 tỷ","~76,77 triệu/m²",99.0,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,23
50 triệu/m²,~11 tỷ,220.0,Thạch Thất,4 tầng,4 phòng,6 phòng,0,12.0,1,1,2025-03-01,22
"5,3 tỷ","~132,5 triệu/m²",40.0,Hoàng Mai,5 tầng,,6 phòng,0,0.0,0,0,2025-03-01,8
"19,5 tỷ","~443,18 triệu/m²",44.0,Đống Đa,5 tầng,3 phòng,6 phòng,0,0.0,1,1,2025-03-01,26
17 tỷ,"~212,5 triệu/m²",80.0,Tây Hồ,3 tầng,3 phòng,4 phòng,0,5.0,1,0,2025-03-01,23
Thỏa thuận,,67.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
"5,7 tỷ",~57 triệu/m²,100.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,1
5 tỷ,"~58,82 triệu/m²",85.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-01,12
"14,5 tỷ","~138,1 triệu/m²",105.0,Long Biên,2 tầng,2 phòng,2 phòng,0,5.0,1,0,2025-03-01,10
Thỏa thuận,,69.0,Hoài Đức,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,6
70 triệu/m²,"~8,64 tỷ",123.4,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,3
16 tỷ,"~266,67 triệu/m²",60.0,Cầu Giấy,5 tầng,6 phòng,6 phòng,0,4.0,1,1,2025-03-01,3
"2,8 tỷ","~45,16 triệu/m²",62.0,Thạch Thất,,,,1,3.7,1,1,2025-03-01,22
"2,25 tỷ","~47,87 triệu/m²",47.0,Gia Lâm,,1 phòng,1 phòng,0,0.0,1,1,2025-03-01,4
Thỏa thuận,,98.5,Hoài Đức,2 tầng,1 phòng,3 phòng,0,7.82,1,0,2025-03-01,6
"13,5 tỷ","~198,53 triệu/m²",68.0,Hà Đông,5 tầng,,,0,4.8,1,0,2025-03-01,9
Thỏa thuận,,148.0,Tây Hồ,,2 phòng,4 phòng,0,0.0,1,0,2025-03-01,23
"16,5 tỷ",~220 triệu/m²,75.0,Hà Đông,4 tầng,,,0,5.0,0,0,2025-03-01,9
18 tỷ,"~346,15 triệu/m²",52.0,Ba Đình,6 tầng,5 phòng,4 phòng,0,7.0,1,1,2025-03-01,0
Thỏa thuận,,150.0,Nam Từ Liêm,5 tầng,5 phòng,5 phòng,0,7.5,1,1,2025-03-01,12
"5,5 tỷ","~203,7 triệu/m²",27.0,Đống Đa,4 tầng,,3 phòng,0,3.8,0,0,2025-03-01,26
"4,3 tỷ","~70,49 triệu/m²",61.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
"7,86 tỷ","~78,6 triệu/m²",100.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,20
"21,6 tỷ",~240 triệu/m²,90.0,Long Biên,,,,0,0.0,1,0,2025-03-01,10
"4,75 tỷ","~105,56 triệu/m²",45.0,Tây Hồ,,1 phòng,1 phòng,1,0.0,1,1,2025-03-01,23
"2,9 tỷ","~38,29 triệu/m²",75.6,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,0,2025-03-01,3
78 tỷ,"~294,34 triệu/m²",265.0,Hà Đông,5 tầng,,,0,0.0,1,0,2025-03-01,9
57 tỷ,"~259,09 triệu/m²",220.0,Nam Từ Liêm,5 tầng,,7 phòng,0,20.0,1,1,2025-03-01,12
Thỏa thuận,,73.5,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,12
"17,5 tỷ","~282,26 triệu/m²",62.0,Đống Đa,4 tầng,5 phòng,4 phòng,0,5.0,1,1,2025-03-01,26
"6,25 tỷ","~189,39 triệu/m²",33.0,Hà Đông,5 tầng,,,0,0.0,1,1,2025-03-01,9
6 tỷ,"~54,54 triệu/m²",110.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,9
36 tỷ,~200 triệu/m²,180.0,Hoàng Mai,10 tầng,42 phòng,42 phòng,0,7.0,1,1,2025-03-01,8
47 tỷ,"~373,02 triệu/m²",126.0,Tây Hồ,3 tầng,4 phòng,4 phòng,1,10.0,1,1,2025-03-01,23
"6,55 tỷ","~93,57 triệu/m²",70.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,0,2025-03-01,3
"13,9 tỷ","~330,95 triệu/m²",42.0,Bắc Từ Liêm,1 tầng,1 phòng,1 phòng,1,3.6,1,1,2025-03-01,1
"6,3 tỷ","~65,62 triệu/m²",96.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,20
35 tỷ,"~259,26 triệu/m²",135.0,Hà Đông,6 tầng,6 phòng,6 phòng,1,9.0,1,0,2025-03-01,9
Thỏa thuận,,111.98,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,12
Thỏa thuận,,300.0,Mê Linh,4 tầng,,,0,15.0,1,0,2025-03-01,11
"6,8 tỷ","~57,63 triệu/m²",118.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,0,2025-03-01,9
"1,75 tỷ","~97,22 triệu/m²",18.0,Hai Bà Trưng,3 tầng,3 phòng,2 phòng,0,3.0,1,1,2025-03-01,5
"17,5 tỷ","~291,67 triệu/m²",60.0,Thanh Xuân,6 tầng,9 phòng,8 phòng,0,4.0,1,1,2025-03-01,20
"1,1 tỷ","~21,15 triệu/m²",52.0,Nam Từ Liêm,,1 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
66 tỷ,"~286,96 triệu/m²",230.0,Tây Hồ,4 tầng,,6 phòng,0,33.0,1,1,2025-03-01,23
"1,08 tỷ","~29,19 triệu/m²",37.0,Nam Từ Liêm,,1 phòng,1 phòng,0,0.0,1,1,2025-03-01,12
"13,78 tỷ","~95,03 triệu/m²",145.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,3
"6,25 tỷ","~208,33 triệu/m²",30.0,Nam Từ Liêm,5 tầng,4 phòng,3 phòng,1,3.5,1,1,2025-03-01,12
Thỏa thuận,,88.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,0,2025-03-01,12
56 tỷ,"~370,86 triệu/m²",151.0,Gia Lâm,3 tầng,6 phòng,6 phòng,1,8.4,1,0,2025-03-01,4
"14,9 tỷ","~215,94 triệu/m²",69.0,Nam Từ Liêm,7 tầng,18 phòng,17 phòng,0,0.0,1,1,2025-03-01,12
48 tỷ,"~242,42 triệu/m²",198.0,Bắc Từ Liêm,,,,0,0.0,0,0,2025-03-01,1
"13,5 tỷ","~329,27 triệu/m²",41.0,Thanh Xuân,6 tầng,5 phòng,4 phòng,0,4.0,1,1,2025-03-01,20
32 tỷ,"~177,78 triệu/m²",180.0,Hà Đông,4 tầng,5 phòng,3 phòng,0,0.0,1,0,2025-03-01,9
"29,7 tỷ","~247,5 triệu/m²",120.0,Bắc Từ Liêm,4 tầng,5 phòng,5 phòng,1,9.0,1,0,2025-03-01,1
70 triệu/m²,"~4,55 tỷ",65.0,Đống Đa,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,26
"3,7 tỷ","~82,22 triệu/m²",45.0,Thanh Trì,4 tầng,2 phòng,4 phòng,0,0.0,1,0,2025-03-01,19
32 tỷ,"~216,8 triệu/m²",147.6,Nam Từ Liêm,4 tầng,8 phòng,8 phòng,0,6.2,1,1,2025-03-01,12
Thỏa thuận,,152.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,0,1,2025-03-01,3
"3,3 tỷ","~39,76 triệu/m²",83.0,Hoàng Mai,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,8
9 tỷ,"~102,27 triệu/m²",88.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,12
25 tỷ,"~490,2 triệu/m²",51.0,Tây Hồ,7 tầng,,,0,4.7,0,0,2025-03-01,23
Thỏa thuận,,46.0,Thanh Trì,,,4 phòng,0,0.0,1,0,2025-03-01,19
"5,45 tỷ","~129,76 triệu/m²",42.0,Bắc Từ Liêm,5 tầng,3 phòng,5 phòng,1,4.04,1,1,2025-03-01,1
Thỏa thuận,,70.0,Hoài Đức,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,6
"18,9 tỷ","~302,4 triệu/m²",62.5,Đông Anh,5 tầng,5 phòng,6 phòng,1,5.0,1,1,2025-03-01,25
Thỏa thuận,,45.0,Đông Anh,,1 phòng,1 phòng,0,0.0,1,0,2025-03-01,25
Thỏa thuận,,48.0,Gia Lâm,,,1 phòng,1,0.0,1,1,2025-03-01,4
Thỏa thuận,,97.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-03-01,9
"5,9 tỷ","~73,75 triệu/m²",80.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
Thỏa thuận,,83.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,3
"2,55 tỷ","~59,3 triệu/m²",43.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-01,4
"1,79 tỷ","~35,8 triệu/m²",50.0,Đống Đa,,1 phòng,2 phòng,0,0.0,1,1,2025-03-01,26
14 tỷ,"~215,38 triệu/m²",65.0,Hoàng Mai,4 tầng,4 phòng,4 phòng,0,6.5,1,0,2025-03-01,8
"18,3 tỷ","~215,29 triệu/m²",85.0,Thanh Xuân,7 tầng,17 phòng,17 phòng,0,0.0,1,1,2025-03-01,20
"30,9 tỷ","~294,29 triệu/m²",105.0,Đống Đa,7 tầng,15 phòng,14 phòng,0,5.2,1,1,2025-03-01,26
"2,9 tỷ","~59,18 triệu/m²",49.0,Gia Lâm,,,,1,0.0,0,1,2025-03-01,4
"16,5 tỷ","~190,75 triệu/m²",86.5,Nam Từ Liêm,,,,0,0.0,1,1,2025-03-01,12
"8,9 tỷ",~178 triệu/m²,50.0,Bắc Từ Liêm,7 tầng,,11 phòng,0,0.0,1,1,2025-03-01,1
Thỏa thuận,,101.2,Bắc Từ Liêm,,,3 phòng,0,0.0,0,1,2025-03-01,1
"18,8 tỷ","~300,8 triệu/m²",62.5,Đông Anh,5 tầng,5 phòng,6 phòng,1,5.0,1,1,2025-03-01,25
"4,2 tỷ","~49,41 triệu/m²",85.0,Đông Anh,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,25
"7,15 tỷ","~53,76 triệu/m²",133.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-01,12
200 tỷ,"~666,67 triệu/m²",300.0,Tây Hồ,10 tầng,,,0,12.0,1,1,2025-03-01,23
"1,65 tỷ","~58,93 triệu/m²",28.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-01,4
33 tỷ,"~434,21 triệu/m²",76.0,Ba Đình,5 tầng,,,0,7.0,1,0,2025-03-01,0
26 tỷ,"~178,08 triệu/m²",146.0,Ba Đình,,3 phòng,4 phòng,0,0.0,0,0,2025-03-01,0
"21,5 tỷ","~390,91 triệu/m²",55.0,Đống Đa,4 tầng,4 phòng,4 phòng,0,4.0,1,0,2025-03-01,26
78 tỷ,~624 triệu/m²,125.0,Tây Hồ,7 tầng,,11 phòng,0,8.0,1,0,2025-03-01,23
"63,8 tỷ","~325,51 triệu/m²",196.0,Tây Hồ,,,,0,11.0,0,0,2025-03-01,23
22 tỷ,"~244,44 triệu/m²",90.0,Đống Đa,5 tầng,5 phòng,5 phòng,0,5.5,1,0,2025-03-01,26
15 tỷ,"~90,91 triệu/m²",165.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-01,20
"4,7 tỷ","~72,09 triệu/m²",65.2,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-01,12
Thỏa thuận,,100.0,Hà Đông,,,,0,5.0,1,0,2025-03-01,9
"3,6 tỷ",~40 triệu/m²,90.0,Đan Phượng,,2 phòng,3 phòng,1,0.0,1,0,2025-03-01,24
"5,5 tỷ","~64,25 triệu/m²",85.6,Hà Đông,4 tầng,,,0,5.0,1,0,2025-03-01,9
